Character,Chapter,Line
Old Man,North Corel - Huge Materia,"This reactor's useless, but I hear there's still big materia at the Corel, Fort Condor, and the Junon reactors.Shinra's working to get the materia from all those places...... But for what...?"
Redhead,North Corel - Huge Materia,Seems like the Shinra is planning something big to destroy Meteor...I heard they're going to do something with all that big materia they've been gathering...After what happened with the reactor you can't trust Shinra.
Bugenhagen,North Corel - Huge Materia,"You are using Shinra materia, as a weapon?Materia is highly dense spiritual energy. A shred of the planet's life. It should not be used as a weapon.We must stop using it... or the planet will become weakened."
Man,North Corel - Huge Materia,"Shinra soldiers came around sayin' they were gathering up all the Huge Materia.I think they're gonna bring it here by coal train, from the Corel Reactor."
Big Man,North Corel - Huge Materia,Some Shinra soldiers went up to Mt. Corel. They said they're collecting Huge Materia to blow up Meteor!Ya think they can really do it...? I'll bet the reactor destroys everything even before Meteor hits!
Soldier,North Corel - Huge Materia,You guys are...!
Cid,North Corel - Huge Materia,Guess we're safe for now...!
Barret,North Corel - Huge Materia,Da---mn!
Nanaki,North Corel - Huge Materia,Ohh!
Yuffie,North Corel - Huge Materia,Wa... wait!
Cait Sith,North Corel - Huge Materia,"Wha... what is it, what is it!"
Vincent,North Corel - Huge Materia,!!
Cid,North Corel - Huge Materia,Looks like they're takin' off with the Huge Materia in that train!
Barret,North Corel - Huge Materia,NO! You damn boneheads!
Nanaki,North Corel - Huge Materia,Did the Shinra beat us!?
Yuffie,North Corel - Huge Materia,What are ya gonna do!? Huge Materia!?
Cait Sith,North Corel - Huge Materia,Wha... you're not thinking about giving up...
Vincent,North Corel - Huge Materia,...go after them?
Cid,North Corel - Huge Materia,"Hey, do you know who I am?I'm  - that's who the hell I am! Now just let me handle it!"
Cid,North Corel - Huge Materia,"Hey, hey, hey, hey---!"
Barret,North Corel - Huge Materia,How can they even drive this?
Nanaki,North Corel - Huge Materia,It sure helped having Cid here. I had no idea he could drive a train...
Yuffie,North Corel - Huge Materia,Pretty good for an old guy. I'm impressed you can move this thing!
Cait Sith,North Corel - Huge Materia,"Way to go, Mister! You used to drivin' this thing too?"
Vincent,North Corel - Huge Materia,I'm impressed. You can drive this too...?
Cid,North Corel - Huge Materia,Don't ask me... I don't know!
Barret,North Corel - Huge Materia,What!?
Nanaki,North Corel - Huge Materia,Wa...What!?
Yuffie,North Corel - Huge Materia,What!? You serious!?
Cait Sith,North Corel - Huge Materia,Huh? What'd you just say!?
Vincent,North Corel - Huge Materia,Wha... what...!?
Cid,North Corel - Huge Materia,"Don't worry! I can handle this kinda stuff!Two levers; one on the right and one on the left...I see, just alternate the two levers up and down, right!?Judging from the enemy's speed, I'd say it'll take about 10 minutes.We're gonna fly!! Hold on tight!!"
Cid,North Corel - Huge Materia,DAMN!Sorry! I couldn't catch up to them!
Cid,North Corel - Huge Materia,Sorry... I never shoulda gave that Huge Materia to the Shinra so easily...
Barret,North Corel - Huge Materia,Can't keep regrettin' the past... It's the future we gotta think about now.
Nanaki,North Corel - Huge Materia,What are we going to do now?
Yuffie,North Corel - Huge Materia,"No use baggin' on yourself! It's not like you, OLD guy!"
Cait Sith,North Corel - Huge Materia,It's not all over yet. Cheer up!
Vincent,North Corel - Huge Materia,...Isn't it too early to give up?
Cid,North Corel - Huge Materia,All right! We're gonna jump!!
Soldier Driving,North Corel - Huge Materia,What the! You... you guys!
Cid,North Corel - Huge Materia,All right--- Just hand over the Huge Materia!
Soldier Driving,North Corel - Huge Materia,Sh......Whooooa----!
Cid,North Corel - Huge Materia,You got guts comin' after me!I'll never forget you!
Barret,North Corel - Huge Materia,Got no time for that now!
Nanaki,North Corel - Huge Materia,"We got it going, but what about the brakes?"
Yuffie,North Corel - Huge Materia,"Forget about the Huge Materia, WE'RE the ones in deep trouble!"
Cait Sith,North Corel - Huge Materia,"What are we gonna do, kill off the engineer!?"
Vincent,North Corel - Huge Materia,"Hit the brakes, Chief."
Cid,North Corel - Huge Materia,"I KNOW, already! Just shut up and keep quiet! If we keep this up, we'll crash right into North Corel!Let's see... If we alternately use the levers to accelerate, ...It should brake if we move the levers up or down simultaneously!"
Barret,North Corel - Huge Materia,"Hey, it's not working!"
Nanaki,North Corel - Huge Materia,We're gaining speed!
Yuffie,North Corel - Huge Materia,What are you doin' accelerating!?
Cait Sith,North Corel - Huge Materia,"Hey---------WAIT! ...other way, other way, other way!"
Vincent,North Corel - Huge Materia,Isn't it... the other way?
Cid,North Corel - Huge Materia,"@#*#! The other way!? Just watch, this time, I'll..."
Barret,North Corel - Huge Materia,Hey... HEY HEY!!
Nanaki,North Corel - Huge Materia,WHOOOOOO----A!!
Yuffie,North Corel - Huge Materia,"Get serious, you old man!"
Cait Sith,North Corel - Huge Materia,No... DON'T----!!
Vincent,North Corel - Huge Materia,......!!
Cid,North Corel - Huge Materia,SHI---------!!
Older Woman,North Corel - Huge Materia,You sure are brave. I'm impressed!
Man,North Corel - Huge Materia,You guys are really something!
Big Man,North Corel - Huge Materia,Aren't you the ones that stopped the Shinra Train?The Shinra was just about to destroy our lives again...
Man,North Corel - Huge Materia,"To you it may be a junk yard, but to us its home."
Barret,North Corel - Huge Materia,"Of... of course! We're all born and raised in the coal mines!!No matter how tough it gets, our hearts burn bright red like coal!"
Man,North Corel - Huge Materia,"To hell with Meteor! We're Coal Miners, ain't we?We'll dig a deep tunnel and hide from the Meteor!"
Big Man,North Corel - Huge Materia,"That's it!Hey, kid! How about givin' somethin' to these guys fightin' the Shinra?"
Kid,North Corel - Huge Materia,I got it out of the well. Isn't it an amazing rock!!
Man,North Corel - Huge Materia,"Must've been a horrific battle. You have scars all over your body.I already talked to the Inn's owner, today you can rest for free."
Man,North Corel - Huge Materia,"I don't want to die, but who can stop Meteor?"
Woman,North Corel - Huge Materia,Is Meteor really going to crash down on us......?I'm still young...... I'll never marry again.This memento is all I have left of my husband... I'll give it to you if you'll please stop Meteor...
Little Girl,North Corel - Huge Materia,"Hey, what's a Meteor?"
Man,North Corel - Huge Materia,"Whenever I look up in the sky, I see Meteor staring me right in the face......If you're comin' down, then hurry up do it!! 'Cause I'm gonna kick the $#@& outta ya!"
Big Man,North Corel - Huge Materia,"I figure if I stay alive long enough, something good's bound to happen."
Old Man,North Corel - Huge Materia,What the? Don't get hit by the train!
Black Woman,North Corel - Huge Materia,"With Meteor coming, I guess it won't make any difference..."
Woman,North Corel - Huge Materia,You saved my life. Not that I have much longer to live anyway...
Kid,North Corel - Huge Materia,"When I grow up, I'm gonna travel the world collecting glowing stones!"
Cid,North Corel - Huge Materia,Oh ^%$#&$! We're gonna crash into North Corel!
Innkeeper,North Corel - Huge Materia,You all right?Some townspeople carried you here so the Shinra wouldn't find you.How much more will they have to destroy before they're satisfied!?Isn't anyone brave enough to stick it to Shinra?
Cid,North Corel - Huge Materia,^$#@%$! We couldn't stop the train...
Barret,North Corel - Huge Materia,I did it again... I can't keep up with this.
Nanaki,North Corel - Huge Materia,I could never forgive Shinra!
Yuffie,North Corel - Huge Materia,I'd be sad if this place was my hometown...
Cait Sith,North Corel - Huge Materia,We got into this situation because we goofed...
Vincent,North Corel - Huge Materia,A spectacular sight...
Man in Hardhat,North Corel - Huge Materia,"Hey, what's this world coming to...?Even the Gold Saucer is closing. So does that mean there's no time to be playing around?"
Man,North Corel - Huge Materia,The town is in shambles...... and Meteor is falling our way...
Older Woman,North Corel - Huge Materia,All we have left is our love for each other.
Woman,North Corel - Huge Materia,Is Meteor really going to crash down on us......?I'm still young...... I'll never marry again.This memento is all I have left of my husband... I'll give it to you if you'll please stop Meteor...
Little Girl,North Corel - Huge Materia,"Hey, what's a Meteor?"
Weapons Shopkeeper,North Corel - Huge Materia,My store was all right!
Big Man,North Corel - Huge Materia,"We've lost everything... Now we have to start again from '1'... no, from '0'."
Man,North Corel - Huge Materia,"God, what have we done...?Well, no use just sitting around talking about it. What can we do to get things back to normal?"
Man 2,North Corel - Huge Materia,"While you guys were relaxing, Shinra troops took the Huge Materia."
Old Man,North Corel - Huge Materia,Um... where was the next train station?
Black Woman,North Corel - Huge Materia,Seeing that train got Grandpa more excited than I've seen him for some time.
Kid,North Corel - Huge Materia,I got a glowing rock from the well.I'll sell it to you for 50000 gil!
Cid,North Corel - Huge Materia,- Buy it- Don't buy it
Kid,North Corel - Huge Materia,Yay! My house is finished!!
Kid,North Corel - Huge Materia,I wish someone would buy this rock off of me...
Cid,North Corel - Huge Materia,There's only one more Huge Materia the Shinra needs... That's the one at the Underwater Reactor.
Barret,North Corel - Huge Materia,We'll get there first!
Nanaki,North Corel - Huge Materia,We HAVE to stop them!!
Yuffie,North Corel - Huge Materia,We've got to hurry and stop 'em!!
Cait Sith,North Corel - Huge Materia,We headin' out to the Underwater Reactor?
Vincent,North Corel - Huge Materia,Are we going to the Underwater Reactor?
Cid,North Corel - Huge Materia,"With us always in their face, even the Shinra's gotta be getting tired of it all.We have to hurry that much... ...right now I'm more worried about him than anything else!"
Barret,North Corel - Huge Materia,Cloud...
Nanaki,North Corel - Huge Materia,You must be talking about Cloud...
Yuffie,North Corel - Huge Materia,You must mean Cloud...
Cait Sith,North Corel - Huge Materia,Cloud...
Vincent,North Corel - Huge Materia,Cloud...
Cid,North Corel - Huge Materia,"Yeah, and I'm worried about Tifa, too.Let's go see what's going on at Mideel..."
Cid,North Corel - Huge Materia,What's next? Shall we head for Fort Condor?
Barret,North Corel - Huge Materia,"Huh? Mr. Leader, what's next!?"
Nanaki,North Corel - Huge Materia,"We'll do our best for Cloud and you.......And Aeris, too."
Vincent,North Corel - Huge Materia,"......Don't expect anything else from me except fighting beside you.I don't have any comforting words.Of course, I don't believe you're the type of guy who needs kindness from other's......"
Man,Fort Condor - Huge Materia,"We've been fighting the Shinra for a long time at this battlefield.Even now, we're still settled in for a long war with them.If you aren't in a hurry, would you help us fight them?Listen, we don't want to push you but, if you're in the middle of something, why don't you finish that first?"
Cid,Fort Condor - Huge Materia,- Like to help but...- I guess we'll help you
Man,Fort Condor - Huge Materia,All right then...... Take care of yourselves...
Man,Fort Condor - Huge Materia,Really!? Then go on up and they'll fill you in on the details.
Man,Fort Condor - Huge Materia,"Do you guys want to see it, too?"
Cid,Fort Condor - Huge Materia,What is it?
Man,Fort Condor - Huge Materia,"The condors. They're huge. Come on, have a look."
Man,Fort Condor - Huge Materia,"What do ya think? Awesome, huh?"
Man with Hat,Fort Condor - Huge Materia,"Hmmn, now this is something, I never thought anyone would ever climb up here.Any minute now, this will be a battlefield against Shinra. You'd better get down before you get involved."
Cid,Fort Condor - Huge Materia,"A battlefield, we can't overlook that."
Barret,Fort Condor - Huge Materia,Shinra? The hell those jackasses doing here?
Nanaki,Fort Condor - Huge Materia,Shinra again.
Yuffie,Fort Condor - Huge Materia,The Shinra? Here too?
Cait Sith,Fort Condor - Huge Materia,......
Vincent,Fort Condor - Huge Materia,What do you mean by that?
Man with Hat,Fort Condor - Huge Materia,"It appears you have a problem with Shinra, too. After all, you climbed up here.Why not listen to what I have to say for a moment?"
Cid,Fort Condor - Huge Materia,"All right, talk on!"
Man with Hat,Fort Condor - Huge Materia,Do you know what's at the top of this mountain?
Barret,Fort Condor - Huge Materia,Huh? Something's up there?
Yuffie,Fort Condor - Huge Materia,"Look close, old man."
Cait Sith,Fort Condor - Huge Materia,"Yeah, come to think of it there was something."
Cid,Fort Condor - Huge Materia,"No matter how you look at it, that's a reactor. And on top of it, is that the Condor?"
Man with Hat,Fort Condor - Huge Materia,"I can see you're very perceptive. Yes, it's a reactor and a condor.Looks like there's a special materia up in the Mako reactor.Then came the condor, so Shinra dispatched the troops to get rid of it.Their plan is to get rid of the condor and the people on this mountain and to get the materia from the Mako Reactor.Unfortunately, we don't have the ability to fight Shinra ourselves.That's why we have hired soldiers to help us.As our sponsor you can help us with a contribution or by fighting along side of us...What do you think? You want to join us in our fight?"
Cid,Fort Condor - Huge Materia,"If you go that far, what can I say. Well, we'll be able to do something if you leave it up to us."
Barret,Fort Condor - Huge Materia,Hey! We'll come to the rescue.
Nanaki,Fort Condor - Huge Materia,"Got it. I'm gonna lend a hand, too."
Yuffie,Fort Condor - Huge Materia,"Okay, it's settled. We're gonna get the materia, right?"
Cait Sith,Fort Condor - Huge Materia,"Well then, let's do our best."
Vincent,Fort Condor - Huge Materia,That's the right decision.
Man with Hat,Fort Condor - Huge Materia,I'm begging you. Please prevent the reactor from being destroyed and the condors from being killed.
Man,Fort Condor - Huge Materia,"So shall I let you in on our strategy?The enemy is targeting this mountain's reactor and will be climbing to reach it.We must set a trap and hire soldiers to protect this place.Well, this is all we have...... this village doesn't have any money. Even if we wanted to fight, our hands are tied 'cause we're broke.To hire one soldier, we need 400 gil. So, if we hire 20 soldiers, we must have 8000 gil.That is, we would like you to use your own money to hire these soldiers, buy the trap, set it up and give the commands.We know that we're asking is selfish. We sent our wives and kids to another village. We are resigned to our fate.Let's get back to square one. If the enemy penetrates this shed, you'll have to fight them off immediately.I know it's a one shot deal, but I'm asking for your help.Now then, is there anything you wish to ask?"
Cid,Fort Condor - Huge Materia,- Enough
Man,Fort Condor - Huge Materia,Ready?
Cid,Fort Condor - Huge Materia,"- Wait- Okay, ready- Hear more"
Man with Hat,Fort Condor - Huge Materia,You've come at a good time. Shinra's changing its strategy now.It seems that Shinra will destroy the reactor and then take out the materia that's inside.
Barret,Fort Condor - Huge Materia,"Man, we're walking on dangerous ground. We can't lose now!"
Nanaki,Fort Condor - Huge Materia,We can't afford to be beaten!
Yuffie,Fort Condor - Huge Materia,"If we lose here, all the materia we gathered will be for nothing."
Cait Sith,Fort Condor - Huge Materia,"You're right. If we lose here, we'll be in great danger."
Vincent,Fort Condor - Huge Materia,We must protect this area.
Cid,Fort Condor - Huge Materia,"Damn! I guess we have to protect this area, too."
Man,Fort Condor - Huge Materia,"The situation has changed. Looks like the enemy is set to attack. If we lose here, it's over.Our lives are in your hands. We're counting on you.Ready?"
Cid,Fort Condor - Huge Materia,"- Wait- Okay, ready- Hear more"
Man,Fort Condor - Huge Materia,This is the deciding battle. The enemy numbers more than ever before.
Man,Fort Condor - Huge Materia,YES! We did it! That was wonderful! Thank you!! I doubt Shinra will attack now.
Man,Fort Condor - Huge Materia,"Th, that light just now......The condor......The eggs......What!?Would you go outside and see what it was?"
Man,Fort Condor - Huge Materia,"Gone...Be sure and report to my father, too.Oh, it's you. Thanks a lot."
Man with Hat,Fort Condor - Huge Materia,"Everyone, thanks. I really mean it. Thanks.Although there isn't anything we can give you, we'll make sure you can stop in and stay any time, so be sure to drop by.Yes, yes, and there's one thing I forgot to tell you......
Received key item ""Huge Materia""!
CidHuh? What's this?

BarretDamn man, it's Huge Materia.
YuffieGotta have that materia!
Cait SithHmm, you mean this?
VincentThis is......

The truth is, this is the materia inside the reactor.
CidWhat the hell did we fight for?
We weren't protectin' the reactor, we were protectin' the condors.When that reactor was built, they forced us to help. That's how we knew what was inside the reactor.I knew this day would come, so after the Shinra left, I sneaked in and took the materia.I didn't mean to fool you, but I guess that's how it ended up. I'm really sorry.
CidJust forget about it. Anyway, we're still alive.
I see. If you put it that way...... we're really grateful.
CidSo the last Huge Materia that Shinra's after's in the underwater reactor in Junon?

BarretWe gotta get there first and beat 'em no matter what!
NanakiWe must get there before them and stop them!
YuffieWe gotta get there and stop 'em...
VincentGetting to the reactor before them...

CidBut ya know, Shinra's probably on high alert since we always mess with 'em.How 'bout we take a break and go see that little fella for a bit?

BarretYou mus' mean Cloud......
NanakiYou mean, Cloud...?
YuffieCloud, right...?
Cait SithYou must mean Mr. Cloud......

CidYeah, I'm worried 'bout Tifa; she may've collapsed takin' care of the guy.How 'bout checkin' in on 'em! Down to Mideel!"
Cid,Fort Condor - Huge Materia,Huh? What's this?
Barret,Fort Condor - Huge Materia,"Damn man, it's Huge Materia."
Yuffie,Fort Condor - Huge Materia,Gotta have that materia!
Cait Sith,Fort Condor - Huge Materia,"Hmm, you mean this?"
Vincent,Fort Condor - Huge Materia,This is......
Man with Hat,Fort Condor - Huge Materia,"The truth is, this is the materia inside the reactor."
Cid,Fort Condor - Huge Materia,What the hell did we fight for?
Man with Hat,Fort Condor - Huge Materia,"We weren't protectin' the reactor, we were protectin' the condors.When that reactor was built, they forced us to help. That's how we knew what was inside the reactor.I knew this day would come, so after the Shinra left, I sneaked in and took the materia.I didn't mean to fool you, but I guess that's how it ended up. I'm really sorry."
Cid,Fort Condor - Huge Materia,"Just forget about it. Anyway, we're still alive."
Man with Hat,Fort Condor - Huge Materia,I see. If you put it that way...... we're really grateful.
Cid,Fort Condor - Huge Materia,So the last Huge Materia that Shinra's after's in the underwater reactor in Junon?
Barret,Fort Condor - Huge Materia,We gotta get there first and beat 'em no matter what!
Nanaki,Fort Condor - Huge Materia,We must get there before them and stop them!
Yuffie,Fort Condor - Huge Materia,We gotta get there and stop 'em...
Vincent,Fort Condor - Huge Materia,Getting to the reactor before them...
Cid,Fort Condor - Huge Materia,"But ya know, Shinra's probably on high alert since we always mess with 'em.How 'bout we take a break and go see that little fella for a bit?"
Barret,Fort Condor - Huge Materia,You mus' mean Cloud......
Nanaki,Fort Condor - Huge Materia,"You mean, Cloud...?"
Yuffie,Fort Condor - Huge Materia,"Cloud, right...?"
Cait Sith,Fort Condor - Huge Materia,You must mean Mr. Cloud......
Cid,Fort Condor - Huge Materia,"Yeah, I'm worried 'bout Tifa; she may've collapsed takin' care of the guy.How 'bout checkin' in on 'em! Down to Mideel!"
Man,Fort Condor - Huge Materia,...... Even if you could only spare them......
Cid,Fort Condor - Huge Materia,God! What the hell happened here!?
Barret,Fort Condor - Huge Materia,He's still alive.
Nanaki,Fort Condor - Huge Materia,Where are we?
Yuffie,Fort Condor - Huge Materia,"Oh good, they're still alive."
Cait Sith,Fort Condor - Huge Materia,Oy! What on earth happened?
Vincent,Fort Condor - Huge Materia,Seems like we survived.
Cid,Fort Condor - Huge Materia,Damn!! I can't stand this!
Barret,Fort Condor - Huge Materia,Oh man...... You look like hell.
Nanaki,Fort Condor - Huge Materia,......not enough strength.
Yuffie,Fort Condor - Huge Materia,"Well, I'm just glad we're all alive."
Cait Sith,Fort Condor - Huge Materia,Things sure don't go smoothly.
Vincent,Fort Condor - Huge Materia,We might have understimated the situation.
Cid,Fort Condor - Huge Materia,"This ain't no joke, Jack."
Barret,Fort Condor - Huge Materia,"Oh man, this is real bad."
Nanaki,Fort Condor - Huge Materia,Things don't seem too favorable.
Yuffie,Fort Condor - Huge Materia,I told you I'm not kidding!
Cait Sith,Fort Condor - Huge Materia,"It'd be one thing if it was a joke, but this's the truth."
Vincent,Fort Condor - Huge Materia,This is a rather harsh reality.
Cid,Fort Condor - Huge Materia,It's Huge Materia that the Shinra's after...... The only one left is in the underwater reactor in Junon.
Barret,Fort Condor - Huge Materia,We gotta get there first and protect it!!
Nanaki,Fort Condor - Huge Materia,We must get there first and stop them.
Yuffie,Fort Condor - Huge Materia,We got to get there first and stop them......
Vincent,Fort Condor - Huge Materia,We've got to get there first and stop them.
Cid,Fort Condor - Huge Materia,"Yeah, but ever since we got in their way the last time, they should've gotten a little more cautious.I doubt they'll fly right into action. I'm more concerned about him that anything else."
Barret,Fort Condor - Huge Materia,"Cloud, it's you......"
Nanaki,Fort Condor - Huge Materia,"Yes, it's you Cloud......"
Yuffie,Fort Condor - Huge Materia,It is you Cloud......
Cait Sith,Fort Condor - Huge Materia,Cloud......
Vincent,Fort Condor - Huge Materia,"Cloud, it's you......"
Cid,Fort Condor - Huge Materia,"Yeah, and I'm worried that even Tifa's gonna fall over on her butt.Let's go back and see what's happening?...... to Mideel..."
Cid,Fort Condor - Huge Materia,Where shall we go next? Shall we head for the Corel reactor?
Cid,Fort Condor - Huge Materia,Hey......It's tough being the leader.Cloud did a great job. Sheesh......Shall we go to Mideel to check on things?
Barret,Fort Condor - Huge Materia,"Yo, wanna see what Tifa and the gang are doing?"
Nanaki,Fort Condor - Huge Materia,Say Cid.I wonder how Tifa and Cloud...... are doing.
Cait Sith,Fort Condor - Huge Materia,Shinra's...... stopped.Now we've got to be careful. I know Heidegger and his gang are plotting something.
Vincent,Fort Condor - Huge Materia,"You look really tired, maybe you're ready to give up being leader?"
Pilot in training (LV7),Fort Condor - Huge Materia,Yaaah! Shall we take off?
Cid,Fort Condor - Huge Materia,- Roger- Negative
Pilot in training (LV7),Fort Condor - Huge Materia,Man! We're taking off!
Nanaki,Fort Condor - Huge Materia,I wonder how Cloud's doing.I wonder if Tifa needs a break......I could look after him instead.
Old Man at Entrance,Mideel - Inside Cloud's Mind,Ahoy! This here's Mideel. A quiet Hot Springs town... At least it used to be...Lately the sea's been in a tizzy. Lifestream has been mixin' things up at the bottom of the ocean.I think the planet's pretty angry too. We've pretty much done whatever we've wanted to the planet up till now.
Woman,Mideel - Inside Cloud's Mind,"It's bad enough with earthquakes and Meteor, but on top of all that now the Lifestream has become active again, too.I hope it doesn't blow and cause a panic like it did before. That was really bad, I tell ya."
Cid,Mideel - Inside Cloud's Mind,"Damn, why the hell did they make something tricky like this?"
Cid,Mideel - Inside Cloud's Mind,"Huh...? The hell's this?Looks like a key but it's stuck way down inside, and I can't get it out.Well, what the hell? That's life..."
Cid,Mideel - Inside Cloud's Mind,No good... Someone must've locked it.
Cid,Mideel - Inside Cloud's Mind,"Okay, there's gotta be a way to get it out.Maybe if I move this a bit...... and push that over...... HAH! Gotcha!"
Cid,Mideel - Inside Cloud's Mind,"Hey, I know what'll do it... Let's try that beat up old key!- Use the beat up old key!- Forget it"
Shopkeeper,Mideel - Inside Cloud's Mind,Is something wrong......?
Cid,Mideel - Inside Cloud's Mind,"Ulp!!Oh, uh, no, uh I......Damn, this's bad...- What the hell... lie!- Just apologize and get it over with!"
Shopkeeper,Mideel - Inside Cloud's Mind,"Oh... why, thank you very much."
Cid,Mideel - Inside Cloud's Mind,Phew... that was a close one. But I kinda feel a little bad about that one......
Shopkeeper,Mideel - Inside Cloud's Mind,Huh? Key? You mean the one to that door?
Shopkeeper,Mideel - Inside Cloud's Mind,"Hah, hah, hah! That's a good one!"
Cid,Mideel - Inside Cloud's Mind,"???
ShopkeeperOf course there's no key. It's a wall. We just painted a door on it.
Say what? You drew that door on the wall?
ShopkeeperThat's right. We drew it on there to make it feel like you could pass through it to another world.Sorry to have surprised you. It's not much of an apology, but please take this.
Oh, uh... well Thanks.
 and the others received ""Cursed Ring""!
ShopkeeperIf possible, we're hoping to pass through a dream door like that one into another worldI got the feeling that you all might be able to make my dreams come true in my place. Weird, isn't it?"
Shopkeeper,Mideel - Inside Cloud's Mind,Of course there's no key. It's a wall. We just painted a door on it.
Cid,Mideel - Inside Cloud's Mind,Say what? You drew that door on the wall?
Shopkeeper,Mideel - Inside Cloud's Mind,"That's right. We drew it on there to make it feel like you could pass through it to another world.Sorry to have surprised you. It's not much of an apology, but please take this."
Cid,Mideel - Inside Cloud's Mind,"Oh, uh... well Thanks."
Shopkeeper,Mideel - Inside Cloud's Mind,"If possible, we're hoping to pass through a dream door like that one into another worldI got the feeling that you all might be able to make my dreams come true in my place. Weird, isn't it?"
Cid,Mideel - Inside Cloud's Mind,"What's this!? Your bein' awful friendly.Oh, so that's it. You want the Samolen Greens... don't you?- Give it some Samolen Greens- Don't give it any"
Cid,Mideel - Inside Cloud's Mind,"Well, guess there's no way around it. Here ya go, shrimp. Eat up."
Cid,Mideel - Inside Cloud's Mind,"Heh heh, hey he's kinda cute. Aw, maybe I'll just tickle him a little.- Tickle his feet- Tickle his stomach- Tickle his neck- Tickle his belly button- Tickle behind his ears- Tickle under his arms"
Cid,Mideel - Inside Cloud's Mind,"Sheesh, you scared me. I thought you croaked!!"
Cid,Mideel - Inside Cloud's Mind,"Sorry, shorty. But I can't give ya any."
Old Man Playing with Dog,Mideel - Inside Cloud's Mind,"I gotta feelin' something bad's gonna happen. Is it gonna be okay?I'm all right. I've lived a long, full life.But I'm worried about my son and his family living in that far-off town...I hope they're safe..."
Old Man Playing with Dog,Mideel - Inside Cloud's Mind,Wait a minute.Did you take something just now?
Cid,Mideel - Inside Cloud's Mind,"Uh, oh. I'm......- Yeah, I took it old man!- Don't know nothin' 'bout it!"
Old Man Playing with Dog,Mideel - Inside Cloud's Mind,"Heh, heh. What an oddball. We'll let him use it."
Cid,Mideel - Inside Cloud's Mind,"Hey thanks. It'll help, pops!"
Old Man Playing with Dog,Mideel - Inside Cloud's Mind,"What the hell happened to the rotten old elixir I was gonna throw out?If someone took that by mistake it'll do more than make them sick...Well, if you don't know then I guess you don't know."
Cid,Mideel - Inside Cloud's Mind,...............
Old Man,Mideel - Inside Cloud's Mind,So how is the boy? Poor kid. He sure got the worst of whatever it was......Sure hope he gets better soon. Right now is when he really needs to hold on and not give up.
Bald Man,Mideel - Inside Cloud's Mind,"It's amazing he recovered. When they carried him here after they first discovered him, I thought for sure he was a goner.That boy must have one powerful guardian angel watchin' over him."
Doctor,Mideel - Inside Cloud's Mind,"I'm sorry...... But your friend's condition remains unchanged......You'll have to be patient and wait this out. These things take time. Just like fine wine, time is of the essence."
Nurse,Mideel - Inside Cloud's Mind,"(after one Huge Materia mission)Oh, hello. She always stays right by his side. She must really love him.Remember, even at a time like this you can never give up hope. You've got to be strong like her."
Nurse,Mideel - Inside Cloud's Mind,"(after both missions)She's finally beginning to look a little tired... I hope she's all right.No change in his condition, and still she stays there doing her best. It must be tough on her.If she keeps this up she'll probably get sick......"
Nurse,Mideel - Inside Cloud's Mind,"Well anyhow...... Hey, you all look terrible. Why don't you rest up for a while?"
Cloud,Mideel - Inside Cloud's Mind,uh...... a...... aah...............What...... What number...... am I?Uh...... aaa......?A billion mirror fragments...... small...... light......taken...... angel's...... singing voices............ zeno...... gias......Uh...... aaa......?
Tifa,Mideel - Inside Cloud's Mind,(after one Huge Materia mission)Cloud...... I don't understand a word he's saying......I'm such a fool...... I thought there was something that I could do for him......
Tifa,Mideel - Inside Cloud's Mind,"(after both missions)......it's no use...... I don't understand a thing, Cloud.What should I do......? What if you never recover for the rest of your life?"
Tifa,Mideel - Inside Cloud's Mind,Eyaaah!?
Cloud,Mideel - Inside Cloud's Mind,......They're...... They're...... coming......!!
Cid,Mideel - Inside Cloud's Mind,"What did you say, Cloud!?"
Cloud,Mideel - Inside Cloud's Mind,Uh...... aaa......?
Cid,Mideel - Inside Cloud's Mind,Damn. What the hell's goin' on!?
Tifa,Mideel - Inside Cloud's Mind,No way...... Is this......!?
Doctor,Mideel - Inside Cloud's Mind,This isn't good!! It's big!
Nurse,Mideel - Inside Cloud's Mind,Eyaaah! I hate earthquakes!!
Cid,Mideel - Inside Cloud's Mind,What's this...!?The Lifestream is gushing up from below the surface of the earth!
Cid,Mideel - Inside Cloud's Mind,"Damn, that's......!? This is bad......!!"
Tifa,Mideel - Inside Cloud's Mind,(at the door)Cid......!? What's wrong?
Cid,Mideel - Inside Cloud's Mind,"N, nothin'!! You and Cloud get inside quick!!"
Tifa,Mideel - Inside Cloud's Mind,But I......!?
Cid,Mideel - Inside Cloud's Mind,"Hey, don't worry about a thing. I ain't about to die that easily."
Tifa,Mideel - Inside Cloud's Mind,Be careful...!
Cid,Mideel - Inside Cloud's Mind,"Okay, here I go! Watch this!!"
Cid,Mideel - Inside Cloud's Mind,"Damn!! That &%$^%$ Weapon!!Of all the times to show up......!OK then, come on!! You &$^%$!"
Cid,Mideel - Inside Cloud's Mind,You &^$#&$#! You tryin' to escape?
Barret,Mideel - Inside Cloud's Mind,"Damn, man. Just a little bit more an' I woudda smashed him......"
Nanaki,Mideel - Inside Cloud's Mind,Just a little more and I would have beaten him.
Yuffie,Mideel - Inside Cloud's Mind,"I swear, next time, that guy's dead meat!"
Cait Sith,Mideel - Inside Cloud's Mind,"No matter how many lives I get, it ain't enough!"
Vincent,Mideel - Inside Cloud's Mind,Hmm...... Looks like escape is their best skill.
