Character,Game,Words,Lines,Sentences
Raffe,Final Fantasy 14,58,3,8
Ysabel Hawthorne,Final Fantasy 14,58,2,5
Adalind,Final Fantasy 14,58,2,6
Middle-aged Highlander,Final Fantasy 14,58,3,6
Visitant Bloodguard,Final Fantasy 14,58,11,10
Befuddled Citizen,Final Fantasy 14,58,4,9
Scrambling Citizen,Final Fantasy 14,58,13,16
Brazier of the Relic,Final Fantasy 14,58,2,4
5th Cohort Hoplomachus,Final Fantasy 14,57,5,9
Unruffled Refugee,Final Fantasy 14,57,2,4
Hostile Commander,Final Fantasy 14,57,7,12
Thol Tol,Final Fantasy 14,57,4,14
Shoina,Final Fantasy 14,57,3,5
Letter from an Architect,Final Fantasy 14,57,3,3
Chuckling Voidsent,Final Fantasy 14,57,5,9
Afumi,Final Fantasy 14,56,4,8
Pleasant Pawnbroker,Final Fantasy 14,56,5,9
Ewmond,Final Fantasy 14,55,3,8
Nathaxio,Final Fantasy 14,55,2,8
Ahldfoet,Final Fantasy 14,55,3,7
Aymeric,Final Fantasy 14,55,5,8
Skull Swordsman,Final Fantasy 14,55,5,13
Ahelissa,Final Fantasy 14,55,2,6
Dohnfast Fuath,Final Fantasy 14,55,8,11
Hopeful Citizen,Final Fantasy 14,55,3,7
Somber Spirit,Final Fantasy 14,55,12,12
Cheerful Cook,Final Fantasy 14,55,3,6
Endless Otis,Final Fantasy 14,55,3,5
Meso Terminal Defense System,Final Fantasy 14,55,10,10
Qoyar,Final Fantasy 14,54,2,7
Willfort,Final Fantasy 14,54,2,6
Vondia,Final Fantasy 14,54,4,7
Bemused Student,Final Fantasy 14,54,2,4
Wauter,Final Fantasy 14,53,2,6
House Durendaire Knight,Final Fantasy 14,53,2,7
High Adjudicator,Final Fantasy 14,53,2,3
Temple Knight Squire,Final Fantasy 14,53,7,8
Julia,Final Fantasy 14,53,9,13
Eirwel,Final Fantasy 14,53,3,4
Minduruva,Final Fantasy 14,53,10,8
Depraved Memoriate,Final Fantasy 14,53,4,9
Frixio,Final Fantasy 14,52,5,8
Hremfing,Final Fantasy 14,52,3,6
Two-headed Mamool Ja,Final Fantasy 14,52,6,7
Origenics Sentry S9,Final Fantasy 14,52,6,10
Ryu Bugyo,Final Fantasy 14,52,2,4
Cheerful Cherub,Final Fantasy 14,52,2,7
Grehfarr,Final Fantasy 14,51,2,4
Airship Attendant,Final Fantasy 14,51,4,5
Gods' Quiver Instructor,Final Fantasy 14,51,3,5
Wild-eyed Swordsman,Final Fantasy 14,51,5,9
Maelie,Final Fantasy 14,51,2,4
Vault Friar,Final Fantasy 14,51,5,11
Orella,Final Fantasy 14,51,2,7
Resolute Citizen,Final Fantasy 14,51,3,6
Caustic Grebuloff,Final Fantasy 14,51,7,5
Hhetsarro,Final Fantasy 14,51,11,10
Nymet,Final Fantasy 14,50,2,4
Ghun Gun,Final Fantasy 14,50,8,7
Margrat,Final Fantasy 14,50,4,7
Rubicante,Final Fantasy 14,50,2,5
Hhetsarro Youth,Final Fantasy 14,50,6,11
Stunned Woman,Final Fantasy 14,50,5,5
Letter Forest Tender,Final Fantasy 14,50,2,4
Highlander Engineer,Final Fantasy 14,49,2,5
Flame Thaumaturge,Final Fantasy 14,49,4,5
Hannish Spice Trader,Final Fantasy 14,49,2,6
Wounded Hunter,Final Fantasy 14,49,4,6
Alphinaud's Voice,Final Fantasy 14,49,2,6
Villager,Final Fantasy 14,49,10,15
Shirabaht,Final Fantasy 14,49,5,6
Shifty-eyed Sailor,Final Fantasy 14,48,4,6
Serpent Honor Guard,Final Fantasy 14,48,3,5
Elmar,Final Fantasy 14,48,4,6
Denn the Orcatoothed,Final Fantasy 14,48,5,9
Hemozz Teh,Final Fantasy 14,48,3,5
Aokumo,Final Fantasy 14,48,2,5
Pushy Pawnbroker,Final Fantasy 14,48,2,6
Sanson,Final Fantasy 14,48,2,5
Level-headed Engineer,Final Fantasy 14,48,3,7
Quiet Girl,Final Fantasy 14,48,3,8
Q'ahnebb,Final Fantasy 14,47,1,3
Begrimed Bloke,Final Fantasy 14,47,4,11
Approachable Archivist,Final Fantasy 14,47,3,5
Ser Baron von Quiveron IV Esquire,Final Fantasy 14,46,3,7
Paiyo Reiyo,Final Fantasy 14,46,2,2
Brayflox Alltalks,Final Fantasy 14,46,3,7
Fridurih,Final Fantasy 14,46,2,3
Muddled Moogle,Final Fantasy 14,46,2,4
Bioculture Node,Final Fantasy 14,46,7,9
Bujeg,Final Fantasy 14,46,2,5
Qerasaf,Final Fantasy 14,46,5,12
Speaking Stone,Final Fantasy 14,46,8,12
Ahldskyf,Final Fantasy 14,46,2,4
Distant Scream,Final Fantasy 14,46,3,6
Tireless Trader,Final Fantasy 14,45,4,5
Dolorous Bear,Final Fantasy 14,45,2,6
Multiloquent Merchant,Final Fantasy 14,45,2,3
Astidien,Final Fantasy 14,45,2,5
Stalwart Adventurer,Final Fantasy 14,45,7,9
Nu Mou,Final Fantasy 14,45,5,7
Runningway,Final Fantasy 14,45,7,11
Sorrowful Citizen,Final Fantasy 14,45,4,8
Theron,Final Fantasy 14,45,1,4
Eyrimhus,Final Fantasy 14,44,2,4
Gurcant,Final Fantasy 14,44,3,5
Ombeline,Final Fantasy 14,44,2,3
Flustered Fisher,Final Fantasy 14,44,2,4
Gyosan,Final Fantasy 14,44,2,7
Blond-haired Man,Final Fantasy 14,44,4,7
Thavnairian Refugee,Final Fantasy 14,44,11,14
Chatty Girl,Final Fantasy 14,44,4,8
Playful Poppet,Final Fantasy 14,44,3,6
Storm Lieutenant,Final Fantasy 14,43,2,6
Gundobald,Final Fantasy 14,43,4,7
Luciae,Final Fantasy 14,43,2,5
Imperious Wyvern,Final Fantasy 14,43,5,6
Brooding Recruit,Final Fantasy 14,43,1,4
Wounded Imperial,Final Fantasy 14,43,2,4
Voices from the Past,Final Fantasy 14,43,6,5
Diplomatic Ancient One,Final Fantasy 14,43,2,3
Gisla,Final Fantasy 14,43,1,2
Cinduruva,Final Fantasy 14,43,8,8
Alzadaal's Rampart,Final Fantasy 14,43,6,9
Lithe Dandy,Final Fantasy 14,43,6,5
Aylmer,Final Fantasy 14,42,2,5
Bloody Memo,Final Fantasy 14,42,2,1
Absent-minded Merchant,Final Fantasy 14,42,2,4
Suspicious Man,Final Fantasy 14,42,5,7
Stephanivien Brightsun,Final Fantasy 14,42,6,7
Terminus Howler,Final Fantasy 14,42,9,11
Tiisol Ja,Final Fantasy 14,42,2,5
Preoccupied Resident,Final Fantasy 14,42,3,5
Sultansworn Elite,Final Fantasy 14,41,3,9
Imperial Signaler,Final Fantasy 14,41,4,6
Artoirel Ironbone,Final Fantasy 14,41,4,7
Paglth'an Flamekeeper,Final Fantasy 14,41,4,4
Loporrit,Final Fantasy 14,41,4,6
Secundus,Final Fantasy 14,41,5,7
Filthy Bodyguard,Final Fantasy 14,40,5,7
Blaisette,Final Fantasy 14,40,1,2
Kupli Kipp,Final Fantasy 14,40,3,6
Aymeric the Blue,Final Fantasy 14,40,3,6
Pipin of the Steel Heart,Final Fantasy 14,40,4,6
Curt Captain,Final Fantasy 14,40,2,5
Convalescent Guard,Final Fantasy 14,40,2,4
Halmarut,Final Fantasy 14,40,3,5
Radiant Beastkeeper,Final Fantasy 14,40,2,4
Singingway,Final Fantasy 14,40,3,5
Incensed Voidsent,Final Fantasy 14,40,8,9
Light-hearted Lady,Final Fantasy 14,40,3,2
Unakite,Final Fantasy 14,40,3,4
Sharp-eyed Showgoer,Final Fantasy 14,40,1,2
Edda,Final Fantasy 14,39,2,4
Ameexia,Final Fantasy 14,39,1,4
Ozun Nazun,Final Fantasy 14,39,2,5
Temple Knight Guard,Final Fantasy 14,39,2,4
The Dusk Visage,Final Fantasy 14,39,3,2
Contemplative Citizen,Final Fantasy 14,39,3,5
Energetic Boy,Final Fantasy 14,39,3,6
Joyful Citizen,Final Fantasy 14,39,2,3
Redbelly Gutter,Final Fantasy 14,38,2,5
Kikipu,Final Fantasy 14,38,2,4
Fordola's Father,Final Fantasy 14,38,2,2
Garlean Soldier,Final Fantasy 14,38,3,2
Unconcerned Gleaner,Final Fantasy 14,38,3,5
Railroad Engineer,Final Fantasy 14,38,3,3
Mochi Daikan,Final Fantasy 14,38,1,2
Kan-E-Senna,Final Fantasy 14,37,4,7
Giah Molkoh,Final Fantasy 14,37,2,4
Riled Lass,Final Fantasy 14,37,2,5
Rhoswen,Final Fantasy 14,37,1,4
Carefree Adventurer,Final Fantasy 14,37,5,7
M'rahz Nunh,Final Fantasy 14,37,2,3
Cassana,Final Fantasy 14,37,3,2
Loymet,Final Fantasy 14,37,2,4
Fromelaut,Final Fantasy 14,37,2,5
Flame Honor Guard,Final Fantasy 14,36,2,4
Ermegarde,Final Fantasy 14,36,2,6
Mitainie,Final Fantasy 14,36,2,2
Renda-Rae,Final Fantasy 14,36,2,4
Alpinaud,Final Fantasy 14,36,6,7
N-0055,Final Fantasy 14,36,4,9
Gnath Low Patron,Final Fantasy 14,36,5,7
Raubahn,Final Fantasy 14,35,4,6
Knerl,Final Fantasy 14,35,2,5
Unfit Knight,Final Fantasy 14,35,1,4
Kupta Kapa,Final Fantasy 14,35,2,4
Rokka,Final Fantasy 14,35,2,9
Yugiri Mistwalker,Final Fantasy 14,35,6,6
Tyr Nee,Final Fantasy 14,35,3,8
Stunned Citizen,Final Fantasy 14,35,3,3
Nidhana,Final Fantasy 14,35,5,6
Anguished Spirit,Final Fantasy 14,35,2,7
Nahbrifhal,Final Fantasy 14,35,1,2
Tonawawtan Onlooker,Final Fantasy 14,35,2,5
Frantic Man,Final Fantasy 14,35,4,6
Origenics Sentry S10,Final Fantasy 14,35,6,7
Pensive Patron,Final Fantasy 14,35,4,8
Mirthful Maiden,Final Fantasy 14,34,2,2
Adelstan,Final Fantasy 14,34,2,4
Legless Laurentius,Final Fantasy 14,34,2,4
Flame General Aldynn,Final Fantasy 14,34,5,10
Riqi-Tio,Final Fantasy 14,34,5,8
Troian Manservant,Final Fantasy 14,34,2,4
Elderly Moblin Woman,Final Fantasy 14,34,2,5
Kwikana,Final Fantasy 14,34,2,2
Petyr Winsome,Final Fantasy 14,34,1,2
Overwrought Wood Wailer,Final Fantasy 14,33,2,9
Servile Sultansworn,Final Fantasy 14,33,3,8
E'manafa,Final Fantasy 14,33,2,4
Syntgoht,Final Fantasy 14,33,1,2
Amon,Final Fantasy 14,33,3,6
Lucia the Radiant,Final Fantasy 14,33,4,5
Gnath Priest,Final Fantasy 14,33,3,7
Ensemble,Final Fantasy 14,33,4,1
Red Marine Commander,Final Fantasy 14,33,4,7
Chadden,Final Fantasy 14,33,6,9
Elderly Hanu,Final Fantasy 14,33,1,2
Eleni,Final Fantasy 14,33,1,4
Gabineaux,Final Fantasy 14,33,1,2
Middle-aged Mariner,Final Fantasy 14,33,1,2
Redolent Rose,Final Fantasy 14,33,4,6
Serpent Reaver Deckhand,Final Fantasy 14,32,2,4
Biggs,Final Fantasy 14,32,2,5
Nidhogg,Final Fantasy 14,32,4,7
Mhil Mil,Final Fantasy 14,32,2,5
Fae Scrub,Final Fantasy 14,32,2,4
Guydelot the Spent,Final Fantasy 14,32,6,6
Varsarudh,Final Fantasy 14,32,3,6
Imperial Decurion,Final Fantasy 14,31,4,6
Erapi Taropi,Final Fantasy 14,31,1,4
House Fortemps Guard,Final Fantasy 14,31,2,4
Earnest Recruit,Final Fantasy 14,31,1,4
"Tesleen, the Forgiven",Final Fantasy 14,31,6,6
Grithil,Final Fantasy 14,31,3,4
Cocobuki,Final Fantasy 14,31,6,7
Ishgardian Delegate,Final Fantasy 14,31,1,4
Dew-deekh,Final Fantasy 14,31,2,4
Baby Opo-opo,Final Fantasy 14,31,4,6
Flame Soldier,Final Fantasy 14,30,3,3
Flame Officer,Final Fantasy 14,30,3,4
Sifrid,Final Fantasy 14,30,2,4
Angra Mainyu,Final Fantasy 14,30,3,4
Bhun Bun,Final Fantasy 14,30,2,7
Hermenjart,Final Fantasy 14,30,1,4
Barbariccia,Final Fantasy 14,30,1,2
Bothered Bowman,Final Fantasy 14,29,1,2
Highborn Merchant,Final Fantasy 14,29,2,3
Wawlika,Final Fantasy 14,29,3,5
Arrivals Attendant,Final Fantasy 14,28,2,4
Ahlduwil,Final Fantasy 14,28,1,3
Glasya Labolas,Final Fantasy 14,28,3,4
Dyspeptic Dragoon,Final Fantasy 14,28,1,3
Mogomo,Final Fantasy 14,28,1,3
Devout Recruit,Final Fantasy 14,28,1,4
Motojiro,Final Fantasy 14,28,1,4
Fordola's Mother,Final Fantasy 14,28,3,6
Deudalaphon,Final Fantasy 14,28,4,4
Aenor,Final Fantasy 14,28,1,3
Mouth,Final Fantasy 14,28,6,4
Global Citizen,Final Fantasy 14,28,5,6
Midlander Bazaar Patron,Final Fantasy 14,28,2,5
Troian Doorkeeper,Final Fantasy 14,28,1,2
Vanguard Sentry S7,Final Fantasy 14,28,6,7
Soldier,Final Fantasy 14,27,5,9
3rd Cohort Decurion,Final Fantasy 14,27,2,2
Firkmann,Final Fantasy 14,27,1,3
Boorish Banneret,Final Fantasy 14,27,1,2
Zealous Mol Warrior,Final Fantasy 14,27,2,3
Skysteel Machinist,Final Fantasy 14,27,5,5
Hhwato,Final Fantasy 14,27,3,4
Working Resident,Final Fantasy 14,27,3,5
Bartender,Final Fantasy 14,27,4,5
Sisipu,Final Fantasy 14,27,3,2
Cool-headed Conjurer,Final Fantasy 14,26,2,4
Scion of the Seventh Dawn,Final Fantasy 14,26,2,4
Pelixia,Final Fantasy 14,26,1,5
Lavafang Hemozz Teh,Final Fantasy 14,26,4,4
Junghbhar,Final Fantasy 14,26,1,5
Spotted Meadow,Final Fantasy 14,26,1,3
Boisterous Mol Boy,Final Fantasy 14,26,2,5
Ferae Domitae Centurion,Final Fantasy 14,26,2,5
Specter of Asahi,Final Fantasy 14,26,2,2
Specter of Zenos,Final Fantasy 14,26,2,2
Wounded Popularis,Final Fantasy 14,26,2,2
Student,Final Fantasy 14,26,2,3
Aalart,Final Fantasy 14,26,1,2
Resistance Delegate,Final Fantasy 14,26,3,5
Distressed Girl,Final Fantasy 14,26,4,8
Genolt,Final Fantasy 14,26,1,3
Yellowjacket Infantry,Final Fantasy 14,25,3,5
Artoirel,Final Fantasy 14,25,2,3
Emmanellain the Lofty,Final Fantasy 14,25,2,5
Ishgardian Priest,Final Fantasy 14,25,2,3
Runar,Final Fantasy 14,25,3,6
Admiral Bloefhiswyn,Final Fantasy 14,25,3,4
S'mitu Tia,Final Fantasy 14,25,1,2
Pelupelu Onlooker,Final Fantasy 14,25,1,3
Hanu Gossiper,Final Fantasy 14,25,1,3
Craven Bandit,Final Fantasy 14,25,2,3
Artificial Intelli-guard,Final Fantasy 14,25,3,5
Slinky Associate,Final Fantasy 14,25,4,5
Boastful Bodyguard,Final Fantasy 14,24,3,5
Nabriales,Final Fantasy 14,24,2,2
Temple Banneret,Final Fantasy 14,24,6,8
Eudestand,Final Fantasy 14,24,4,5
Calcabrina,Final Fantasy 14,24,3,6
Wercrata,Final Fantasy 14,24,2,5
Cirina,Final Fantasy 14,24,2,7
Doppro Customer,Final Fantasy 14,24,1,3
Deceiver,Final Fantasy 14,24,2,4
Coeurlclaw Falconer,Final Fantasy 14,24,3,4
Ascian of the Twelfth Staff,Final Fantasy 14,23,1,2
Wounded Storm Soldier,Final Fantasy 14,23,1,5
Ferae Domitae Spear-wolf,Final Fantasy 14,23,2,4
Dulia-Chai,Final Fantasy 14,23,2,4
Annia,Final Fantasy 14,23,2,4
Immortal Flames Delegate,Final Fantasy 14,23,1,2
Mahnuha,Final Fantasy 14,23,1,2
Visitant Vodoriga,Final Fantasy 14,23,4,3
Ryoqor Terteh,Final Fantasy 14,23,3,5
Fierce Hunter,Final Fantasy 14,23,1,3
Sultansworn,Final Fantasy 14,22,6,6
Flame Private First Class,Final Fantasy 14,22,1,2
Eline the Razor,Final Fantasy 14,22,4,7
Plucky Adventurer,Final Fantasy 14,22,3,4
Vath Fleetfoot,Final Fantasy 14,22,1,1
Specter of the Matriarch,Final Fantasy 14,22,2,2
Cymet,Final Fantasy 14,22,2,4
Secretariat Clerk,Final Fantasy 14,22,2,4
Malodorous Node,Final Fantasy 14,22,1,4
Enthusiastic Moblin,Final Fantasy 14,22,1,2
Gregarious Man,Final Fantasy 14,22,1,3
Well-traveled Mage,Final Fantasy 14,22,1,3
Hamlyn,Final Fantasy 14,22,1,4
Storm Private C'nangho Enah,Final Fantasy 14,21,4,5
Lady-in-waiting,Final Fantasy 14,21,1,1
Golden Eye Yuyuhase,Final Fantasy 14,21,3,5
Market Receipt,Final Fantasy 14,21,2,1
Thon Ton,Final Fantasy 14,21,1,3
Anguished Guard,Final Fantasy 14,21,3,4
Sicard the Last Word,Final Fantasy 14,21,3,3
Chuchuto,Final Fantasy 14,21,4,4
Emaciated Refugee,Final Fantasy 14,21,2,2
Ala Mhigan Delegate,Final Fantasy 14,21,1,2
Peacekeeper,Final Fantasy 14,21,3,3
Scarmiglione,Final Fantasy 14,21,1,2
Mourning Man,Final Fantasy 14,21,2,2
Pukty Piko,Final Fantasy 14,21,1,1
Lovebird,Final Fantasy 14,21,5,3
Blunderville Registrar,Final Fantasy 14,21,1,2
Glazrael Saltwind,Final Fantasy 14,20,2,5
Worried Wood Wailer,Final Fantasy 14,20,2,3
Nanamo,Final Fantasy 14,20,3,2
Flame Private,Final Fantasy 14,20,4,5
Flame Private Second Class,Final Fantasy 14,20,1,3
Pukla Puki the Pomburner,Final Fantasy 14,20,2,3
Hardened Man,Final Fantasy 14,20,1,3
Narengawa,Final Fantasy 14,20,1,3
Wounded Flame Soldier,Final Fantasy 14,20,1,2
Latgar,Final Fantasy 14,20,1,2
Glynard,Final Fantasy 14,20,1,2
Trembling Guard,Final Fantasy 14,20,2,6
Cagnazzo,Final Fantasy 14,20,1,2
Serious Lad,Final Fantasy 14,20,2,6
Landsguard Gatekeeper,Final Fantasy 14,20,1,2
Wayakkwe,Final Fantasy 14,20,3,4
Knolexia,Final Fantasy 14,19,1,3
Meffrid,Final Fantasy 14,19,2,2
Pipin,Final Fantasy 14,19,1,2
Ser Paulecrain Coldfire,Final Fantasy 14,19,1,3
Brume Starveling,Final Fantasy 14,19,1,3
Furious Man,Final Fantasy 14,19,1,4
Baucharldaire,Final Fantasy 14,19,1,2
Overzealous Student,Final Fantasy 14,19,1,2
Forlorn Spirit,Final Fantasy 14,19,2,4
Ul'dahn Delegate,Final Fantasy 14,19,1,2
Looming Voice,Final Fantasy 14,19,3,2
Beatrice,Final Fantasy 14,19,2,3
Troian Knight,Final Fantasy 14,19,1,2
Memoriate of Darkness,Final Fantasy 14,19,2,3
Br'uk Evu,Final Fantasy 14,19,1,2
Opportunistic Moblin,Final Fantasy 14,19,1,3
Sylviel the Observant,Final Fantasy 14,19,3,4
Chipper Citizen,Final Fantasy 14,19,1,2
Blunderville Attendant,Final Fantasy 14,19,1,2
Waldhar,Final Fantasy 14,18,1,3
Unsettled Knight,Final Fantasy 14,18,1,3
Hourlinet the Devout,Final Fantasy 14,18,1,2
Fiery Recruit,Final Fantasy 14,18,1,5
Ucugen,Final Fantasy 14,18,1,3
Almet,Final Fantasy 14,18,3,5
Obstreperous Node,Final Fantasy 14,18,1,4
Baron Knight,Final Fantasy 14,18,6,6
Ketenramm,Final Fantasy 14,18,3,5
Gullible Gambler,Final Fantasy 14,17,1,2
Amalj'aa Zealots,Final Fantasy 14,17,1,2
Scylla,Final Fantasy 14,17,3,4
Loupard,Final Fantasy 14,17,2,4
Ardbert,Final Fantasy 14,17,1,2
Branden,Final Fantasy 14,17,2,3
Signifer Praetorianus,Final Fantasy 14,17,1,1
Ala Mhigan Woman,Final Fantasy 14,17,1,2
Troian Guard,Final Fantasy 14,17,3,3
Ardaraca,Final Fantasy 14,17,1,3
Alarmed Sailor,Final Fantasy 14,17,2,3
Zekowa,Final Fantasy 14,17,4,4
Weeping Citizen,Final Fantasy 14,17,3,3
Distraught Evacuee,Final Fantasy 14,17,3,4
Rodrigault,Final Fantasy 14,17,1,2
Unusual Usher,Final Fantasy 14,17,1,1
Janremi Blackheart,Final Fantasy 14,16,1,2
Devious Derelict,Final Fantasy 14,16,1,1
Youthful Voice,Final Fantasy 14,16,1,1
Emmerololth,Final Fantasy 14,16,1,2
Vault Priest,Final Fantasy 14,16,1,2
Gosetsu,Final Fantasy 14,16,1,2
Kaidate,Final Fantasy 14,16,1,2
Maxima the Neoteric,Final Fantasy 14,16,1,1
Storm Blacksmith,Final Fantasy 14,16,3,3
Storm Armorer,Final Fantasy 14,16,3,3
Auri Man,Final Fantasy 14,16,2,4
Kupka Kupp,Final Fantasy 14,16,1,2
Khloe,Final Fantasy 14,16,1,1
Roegadyn Man,Final Fantasy 14,16,2,2
Cowering Kobold,Final Fantasy 14,15,1,3
Drillemont the Honest,Final Fantasy 14,15,1,2
Accused Knight,Final Fantasy 14,15,1,4
House Fortemps Banneret,Final Fantasy 14,15,2,3
2nd Order Pickman,Final Fantasy 14,15,1,3
Loporrits,Final Fantasy 14,15,2,3
Troain Sentry,Final Fantasy 14,15,5,2
Darfiye,Final Fantasy 14,15,1,2
Distressed Sailor,Final Fantasy 14,15,1,2
Silvairre the Virtuous,Final Fantasy 14,15,1,2
Bert,Final Fantasy 14,15,1,3
Dural Tharal,Final Fantasy 14,15,1,1
Hermin,Final Fantasy 14,15,2,1
Witless Wood Wailer,Final Fantasy 14,14,2,3
Scion Thaumaturge,Final Fantasy 14,14,3,2
Scout,Final Fantasy 14,14,2,5
Tenterhooked Temple Knight,Final Fantasy 14,14,1,1
Brume Elder,Final Fantasy 14,14,1,4
Regula van Hydrus,Final Fantasy 14,14,2,4
Distraught Lady,Final Fantasy 14,14,1,1
Hyuran Man,Final Fantasy 14,14,1,2
Exhausted Hyur,Final Fantasy 14,14,4,1
Grebuloff,Final Fantasy 14,14,7,2
Distressed Researcher,Final Fantasy 14,14,1,1
Brash Bandit,Final Fantasy 14,14,1,2
Hyune Man,Final Fantasy 14,14,2,4
Wawalago,Final Fantasy 14,14,1,1
Silky Associate,Final Fantasy 14,14,2,3
Miraudont the Madder,Final Fantasy 14,13,2,4
Baldewyn Four Yalms,Final Fantasy 14,13,1,2
Flame Private Third Class,Final Fantasy 14,13,1,3
Serpent Scout,Final Fantasy 14,13,1,2
Hired Thug,Final Fantasy 14,13,1,3
Terrified Man,Final Fantasy 14,13,2,4
Gaius Baelsar,Final Fantasy 14,13,1,2
1st Legion Centurion,Final Fantasy 14,13,2,3
Granson of the Mournful Blade,Final Fantasy 14,13,1,2
Fortress Praesidium,Final Fantasy 14,13,2,1
Alyva,Final Fantasy 14,13,1,3
Transport Guard,Final Fantasy 14,13,3,6
Tipsy Man,Final Fantasy 14,13,1,2
Hyune Woman,Final Fantasy 14,13,2,4
Eldite Woman,Final Fantasy 14,13,3,3
Ahtzapfyn the Absorbed,Final Fantasy 14,12,2,2
Codename Hummingway,Final Fantasy 14,12,1,2
Amalj'aa Warrior,Final Fantasy 14,12,3,3
Aideen,Final Fantasy 14,12,1,1
Julia's Voice,Final Fantasy 14,12,1,4
Ilsabard Contingent Member,Final Fantasy 14,12,4,4
Doman Delegate,Final Fantasy 14,12,1,1
Gridanian Delegate,Final Fantasy 14,12,1,3
Alzadaal's Acrolith,Final Fantasy 14,12,2,2
Rorrloh Teh,Final Fantasy 14,12,6,6
Wry Hunter,Final Fantasy 14,12,1,1
Cocky Sellsword,Final Fantasy 14,12,1,1
Muscle-bound Roegadyn,Final Fantasy 14,12,1,2
Muscle-bound Hyur,Final Fantasy 14,12,3,2
Loudspeaker,Final Fantasy 14,11,1,1
Gods' Quiver Bow,Final Fantasy 14,11,1,2
Young City-dweller,Final Fantasy 14,11,1,1
Mutamix Bubblypots,Final Fantasy 14,11,1,2
F'hobhas,Final Fantasy 14,11,1,1
Alderique the Unyielding,Final Fantasy 14,11,2,3
Kupqu Kogi,Final Fantasy 14,11,2,3
Rugged Refugee,Final Fantasy 14,11,1,3
Disillusioned Lord,Final Fantasy 14,11,1,2
Cirina of the Laughing Reeds,Final Fantasy 14,11,1,2
Wounded Serpent Soldier,Final Fantasy 14,11,1,2
Tattooed Troublemaker,Final Fantasy 14,11,1,2
Hostile Stranger,Final Fantasy 14,11,1,2
Screaming Woman,Final Fantasy 14,11,3,4
Lugae,Final Fantasy 14,11,1,1
Lah-laakh,Final Fantasy 14,11,2,2
Mehrahd,Final Fantasy 14,11,1,3
Xbr'aal Youth,Final Fantasy 14,11,1,1
Helpful Hanu,Final Fantasy 14,11,1,1
Silver-haired Daybreaker,Final Fantasy 14,11,2,2
Mamool Ja Soldier,Final Fantasy 14,11,2,2
R'fhul Tia,Final Fantasy 14,11,1,2
Hadrefort,Final Fantasy 14,11,1,2
Frightened Ixal,Final Fantasy 14,11,1,2
Ixali Occultists,Final Fantasy 14,10,1,2
Eager Conjurer,Final Fantasy 14,10,2,2
Imperial Herald,Final Fantasy 14,10,1,2
Collected Voice,Final Fantasy 14,10,1,2
2nd Platoon Soldier,Final Fantasy 14,10,1,2
Anxious Amaro,Final Fantasy 14,10,2,4
Centurio Praetorianus,Final Fantasy 14,10,1,2
3rd Legion Centurion,Final Fantasy 14,10,2,3
Arkasodara child,Final Fantasy 14,10,3,3
Troian Pawn,Final Fantasy 14,10,5,4
Dispassionate Oligarch,Final Fantasy 14,10,1,1
Hortefense,Final Fantasy 14,10,1,2
Nanaphon,Final Fantasy 14,10,2,2
Elezen Mother,Final Fantasy 14,10,2,2
Flustered Ixal,Final Fantasy 14,10,1,1
1st Platoon Soldier,Final Fantasy 14,9,1,2
3rd Platoon Soldier,Final Fantasy 14,9,1,2
Whiskerwall Kupdi Koop,Final Fantasy 14,9,1,2
Doga,Final Fantasy 14,9,2,2
Ilberd of the Dull Blade,Final Fantasy 14,9,1,3
Temple Knight Gateguard,Final Fantasy 14,9,1,2
Sylvetrel de Dzemael,Final Fantasy 14,9,1,2
Enthusiastic Fuath,Final Fantasy 14,9,1,1
Accomplished Alchemist,Final Fantasy 14,9,1,2
Bitter Ancient,Final Fantasy 14,9,1,1
Overflow Omicron,Final Fantasy 14,9,3,3
Hyuran Patron,Final Fantasy 14,9,1,1
Namikka,Final Fantasy 14,9,1,1
Blustering Hhetsarro,Final Fantasy 14,9,3,3
Amiable Resident,Final Fantasy 14,9,1,2
Hhetsarro Woman,Final Fantasy 14,9,1,1
Impressed Man,Final Fantasy 14,9,3,3
Unsettled Mourner,Final Fantasy 14,9,1,2
S'dhodjbi,Final Fantasy 14,9,1,2
J'bhen Tia,Final Fantasy 14,9,1,2
Mama Gruff,Final Fantasy 14,9,1,1
Mujih Mewrilah,Final Fantasy 14,9,1,1
Gyoshin,Final Fantasy 14,9,2,2
Storm Runner,Final Fantasy 14,8,2,2
"Rhitatyn sas Arvina, Nero tol Scaeva, and Livia sas Junius",Final Fantasy 14,8,1,1
Crazed Kobold,Final Fantasy 14,8,1,1
Knight Dragoon,Final Fantasy 14,8,1,2
Koko,Final Fantasy 14,8,1,3
Shanti,Final Fantasy 14,8,1,1
Wrathful Resident,Final Fantasy 14,8,1,1
Specter of the Patriarch,Final Fantasy 14,8,1,1
Crystarium Scout,Final Fantasy 14,8,1,2
Stupefied Citizen,Final Fantasy 14,8,1,2
Guild Staff,Final Fantasy 14,8,1,1
Famished Resident,Final Fantasy 14,8,2,3
Arkasodara Patron,Final Fantasy 14,8,1,1
Xbr'aal Landsguard,Final Fantasy 14,8,2,3
Bakool Ja Ja the Mighty,Final Fantasy 14,8,1,2
Convinced Man,Final Fantasy 14,8,1,2
Enterprising Roegadyn,Final Fantasy 14,8,1,1
Flustered Girl,Final Fantasy 14,8,1,1
Sawney,Final Fantasy 14,8,1,1
